0	1	2	3	4	5	M
1	2	1	ALL	1	1	5149
1	2	1	ALL	1	2	2898
1	2	1	ALL	1	ALL	10581
1	2	1	ALL	2	0	1194
1	2	1	ALL	2	1	5324
1	2	1	ALL	2	2	8570
1	2	1	ALL	2	ALL	15088
1	2	1	ALL	ALL	0	6987
1	2	1	ALL	ALL	1	15880
1	2	1	ALL	ALL	2	15052
1	2	1	ALL	ALL	ALL	37919
1	2	2	0	0	0	61
1	2	2	0	0	1	1629
1	2	2	0	0	2	515
1	2	2	0	0	ALL	2205
1	2	2	0	1	0	3660
1	2	2	0	1	1	2181
1	2	2	0	1	2	706
1	2	2	0	1	ALL	6547
1	2	2	0	2	0	473
1	2	2	0	2	1	1055
1	2	2	0	2	2	3068
1	2	2	0	2	ALL	4596
1	2	2	0	ALL	0	4194
1	2	2	0	ALL	1	4865
1	2	2	0	ALL	2	4289
1	2	2	0	ALL	ALL	13348
1	2	2	1	0	0	267
1	2	2	1	0	1	266
1	2	2	1	0	2	1251
1	2	2	1	0	ALL	1784
1	2	2	1	1	0	1769
1	2	2	1	1	1	389
1	2	2	1	1	2	2054
1	2	2	1	1	ALL	4212
1	2	2	1	2	0	2172
1	2	2	1	2	1	388
1	2	2	1	2	2	279
1	2	2	1	2	ALL	2839
1	2	2	1	ALL	0	4208
1	2	2	1	ALL	1	1043
1	2	2	1	ALL	2	3584
1	2	2	1	ALL	ALL	8835
1	2	2	2	0	0	1012
1	2	2	2	0	1	960
1	2	2	2	0	2	2254
1	2	2	2	0	ALL	4226
1	2	2	2	1	0	1808
1	2	2	2	1	1	1627
1	2	2	2	1	2	2815
1	2	2	2	1	ALL	6250
1	2	2	2	2	0	1520
1	2	2	2	2	1	1422
1	2	2	2	2	ALL	2942
1	2	2	2	ALL	0	4340
1	2	2	2	ALL	1	4009
1	2	2	2	ALL	2	5069
1	2	2	2	ALL	ALL	13418
1	2	2	ALL	0	0	1340
1	2	2	ALL	0	1	2855
1	2	2	ALL	0	2	4020
1	2	2	ALL	0	ALL	8215
1	2	2	ALL	1	0	7237
1	2	2	ALL	1	1	4197
1	2	2	ALL	1	2	5575
1	2	2	ALL	1	ALL	17009
1	2	2	ALL	2	0	4165
1	2	2	ALL	2	1	2865
1	2	2	ALL	2	2	3347
1	2	2	ALL	2	ALL	10377
1	2	2	ALL	ALL	0	12742
1	2	2	ALL	ALL	1	9917
1	2	2	ALL	ALL	2	12942
1	2	2	ALL	ALL	ALL	35601
1	2	ALL	0	0	0	3520
1	2	ALL	0	0	1	3621
1	2	ALL	0	0	2	2239
1	2	ALL	0	0	ALL	9380
1	2	ALL	0	1	0	4527
1	2	ALL	0	1	1	5439
1	2	ALL	0	1	2	4773
1	2	ALL	0	1	ALL	14739
1	2	ALL	0	2	0	886
1	2	ALL	0	2	1	5544
1	2	ALL	0	2	2	9370
1	2	ALL	0	2	ALL	15800
1	2	ALL	0	ALL	0	8933
1	2	ALL	0	ALL	1	14604
1	2	ALL	0	ALL	2	16382
1	2	ALL	0	ALL	ALL	39919
1	2	ALL	1	0	0	2893
1	2	ALL	1	0	1	1670
1	2	ALL	1	0	2	6135
1	2	ALL	1	0	ALL	10698
1	2	ALL	1	1	0	4700
1	2	ALL	1	1	1	5393
1	2	ALL	1	1	2	2964
1	2	ALL	1	1	ALL	13057
1	2	ALL	1	2	0	3221
1	2	ALL	1	2	1	2749
1	2	ALL	1	2	2	6017
1	2	ALL	1	2	ALL	11987
1	2	ALL	1	ALL	0	10814
1	2	ALL	1	ALL	1	9812
1	2	ALL	1	ALL	2	15116
1	2	ALL	1	ALL	ALL	35742
1	2	ALL	2	0	0	3044
1	2	ALL	2	0	1	4647
1	2	ALL	2	0	2	2696
1	2	ALL	2	0	ALL	10387
1	2	ALL	2	1	0	3795
1	2	ALL	2	1	1	7341
1	2	ALL	2	1	2	6072
1	2	ALL	2	1	ALL	17208
1	2	ALL	2	2	0	3598
1	2	ALL	2	2	1	3499
1	2	ALL	2	2	2	3091
1	2	ALL	2	2	ALL	10188
1	2	ALL	2	ALL	0	10437
1	2	ALL	2	ALL	1	15487
1	2	ALL	2	ALL	2	11859
1	2	ALL	2	ALL	ALL	37783
1	2	ALL	ALL	0	0	9457
1	2	ALL	ALL	0	1	9938
1	2	ALL	ALL	0	2	11070
1	2	ALL	ALL	0	ALL	30465
1	2	ALL	ALL	1	0	13022
1	2	ALL	ALL	1	1	18173
1	2	ALL	ALL	1	2	13809
1	2	ALL	ALL	1	ALL	45004
1	2	ALL	ALL	2	0	7705
1	2	ALL	ALL	2	1	11792
1	2	ALL	ALL	2	2	18478
1	2	ALL	ALL	2	ALL	37975
1	2	ALL	ALL	ALL	0	30184
1	2	ALL	ALL	ALL	1	39903
1	2	ALL	ALL	ALL	2	43357
1	2	ALL	ALL	ALL	ALL	113444
1	ALL	0	0	0	0	2408
1	ALL	0	0	0	1	2904
1	ALL	0	0	0	2	4415
1	ALL	0	0	0	ALL	9727
1	ALL	0	0	1	0	2541
1	ALL	0	0	1	1	3175
1	ALL	0	0	1	2	1842
1	ALL	0	0	1	ALL	7558
1	ALL	0	0	2	0	3424
1	ALL	0	0	2	1	2600
1	ALL	0	0	2	2	7038
1	ALL	0	0	2	ALL	13062
1	ALL	0	0	ALL	0	8373
1	ALL	0	0	ALL	1	8679
1	ALL	0	0	ALL	2	13295
1	ALL	0	0	ALL	ALL	30347
1	ALL	0	1	0	0	4781
1	ALL	0	1	0	1	2594
1	ALL	0	1	0	2	3615
1	ALL	0	1	0	ALL	10990
1	ALL	0	1	1	0	3470
1	ALL	0	1	1	1	3541
1	ALL	0	1	1	2	5845
1	ALL	0	1	1	ALL	12856
1	ALL	0	1	2	0	4564
1	ALL	0	1	2	1	3957
1	ALL	0	1	2	2	5097
1	ALL	0	1	2	ALL	13618
1	ALL	0	1	ALL	0	12815
1	ALL	0	1	ALL	1	10092
1	ALL	0	1	ALL	2	14557
1	ALL	0	1	ALL	ALL	37464
1	ALL	0	2	0	0	4029
1	ALL	0	2	0	1	4825
1	ALL	0	2	0	2	774
1	ALL	0	2	0	ALL	9628
1	ALL	0	2	1	0	2200
1	ALL	0	2	1	1	6143
1	ALL	0	2	1	2	4605
1	ALL	0	2	1	ALL	12948
1	ALL	0	2	2	0	5734
1	ALL	0	2	2	1	3306
1	ALL	0	2	2	2	2760
1	ALL	0	2	2	ALL	11800
1	ALL	0	2	ALL	0	11963
1	ALL	0	2	ALL	1	14274
1	ALL	0	2	ALL	2	8139
1	ALL	0	2	ALL	ALL	34376
1	ALL	0	ALL	0	0	11218
1	ALL	0	ALL	0	1	10323
1	ALL	0	ALL	0	2	8804
1	ALL	0	ALL	0	ALL	30345
1	ALL	0	ALL	1	0	8211
1	ALL	0	ALL	1	1	12859
1	ALL	0	ALL	1	2	12292
1	ALL	0	ALL	1	ALL	33362
1	ALL	0	ALL	2	0	13722
1	ALL	0	ALL	2	1	9863
1	ALL	0	ALL	2	2	14895
1	ALL	0	ALL	2	ALL	38480
1	ALL	0	ALL	ALL	0	33151
1	ALL	0	ALL	ALL	1	33045
1	ALL	0	ALL	ALL	2	35991
1	ALL	0	ALL	ALL	ALL	102187
1	ALL	1	0	0	0	4943
1	ALL	1	0	0	1	2820
1	ALL	1	0	0	2	5690
1	ALL	1	0	0	ALL	13453
1	ALL	1	0	1	0	6479
1	ALL	1	0	1	1	3473
1	ALL	1	0	1	2	4081
1	ALL	1	0	1	ALL	14033
1	ALL	1	0	2	0	3712
1	ALL	1	0	2	1	6330
1	ALL	1	0	2	2	4369
1	ALL	1	0	2	ALL	14411
1	ALL	1	0	ALL	0	15134
1	ALL	1	0	ALL	1	12623
1	ALL	1	0	ALL	2	14140
1	ALL	1	0	ALL	ALL	41897
1	ALL	1	1	0	0	5017
1	ALL	1	1	0	1	4085
1	ALL	1	1	0	2	3889
1	ALL	1	1	0	ALL	12991
1	ALL	1	1	1	0	4094
1	ALL	1	1	1	1	4264
1	ALL	1	1	1	2	2947
1	ALL	1	1	1	ALL	11305
1	ALL	1	1	2	0	2544
1	ALL	1	1	2	1	6907
1	ALL	1	1	2	2	6756
1	ALL	1	1	2	ALL	16207
1	ALL	1	1	ALL	0	11655
1	ALL	1	1	ALL	1	15256
1	ALL	1	1	ALL	2	13592
1	ALL	1	1	ALL	ALL	40503
1	ALL	1	2	0	0	2990
1	ALL	1	2	0	1	4418
1	ALL	1	2	0	2	2890
1	ALL	1	2	0	ALL	10298
1	ALL	1	2	1	0	3135
1	ALL	1	2	1	1	1653
1	ALL	1	2	1	2	1194
1	ALL	1	2	1	ALL	5982
1	ALL	1	2	2	0	2939
1	ALL	1	2	2	1	2214
1	ALL	1	2	2	2	6030
1	ALL	1	2	2	ALL	11183
1	ALL	1	2	ALL	0	9064
1	ALL	1	2	ALL	1	8285
1	ALL	1	2	ALL	2	10114
1	ALL	1	2	ALL	ALL	27463
1	ALL	1	ALL	0	0	12950
1	ALL	1	ALL	0	1	11323
1	ALL	1	ALL	0	2	12469
1	ALL	1	ALL	0	ALL	36742
1	ALL	1	ALL	1	0	13708
1	ALL	1	ALL	1	1	9390
1	ALL	1	ALL	1	2	8222
1	ALL	1	ALL	1	ALL	31320
1	ALL	1	ALL	2	0	9195
1	ALL	1	ALL	2	1	15451
1	ALL	1	ALL	2	2	17155
1	ALL	1	ALL	2	ALL	41801
1	ALL	1	ALL	ALL	0	35853
1	ALL	1	ALL	ALL	1	36164
1	ALL	1	ALL	ALL	2	37846
1	ALL	1	ALL	ALL	ALL	109863
1	ALL	2	0	0	0	3552
1	ALL	2	0	0	1	4253
1	ALL	2	0	0	2	3505
1	ALL	2	0	0	ALL	11310
1	ALL	2	0	1	0	5919
1	ALL	2	0	1	1	5257
1	ALL	2	0	1	2	1638
1	ALL	2	0	1	ALL	12814
1	ALL	2	0	2	0	1665
1	ALL	2	0	2	1	4876
1	ALL	2	0	2	2	5387
1	ALL	2	0	2	ALL	11928
1	ALL	2	0	ALL	0	11136
1	ALL	2	0	ALL	1	14386
1	ALL	2	0	ALL	2	10530
1	ALL	2	0	ALL	ALL	36052
1	ALL	2	1	0	0	267
1	ALL	2	1	0	1	4195
1	ALL	2	1	0	2	4467
1	ALL	2	1	0	ALL	8929
1	ALL	2	1	1	0	3319
1	ALL	2	1	1	1	3621
1	ALL	2	1	1	2	5258
1	ALL	2	1	1	ALL	12198
1	ALL	2	1	2	0	6293
1	ALL	2	1	2	1	4170
1	ALL	2	1	2	2	2562
1	ALL	2	1	2	ALL	13025
1	ALL	2	1	ALL	0	9879
1	ALL	2	1	ALL	1	11986
1	ALL	2	1	ALL	2	12287
1	ALL	2	1	ALL	ALL	34152
1	ALL	2	2	0	0	3985
1	ALL	2	2	0	1	5160
1	ALL	2	2	0	2	5630
1	ALL	2	2	0	ALL	14775
1	ALL	2	2	1	0	3166
1	ALL	2	2	1	1	7437
1	ALL	2	2	1	2	4547
1	ALL	2	2	1	ALL	15150
1	ALL	2	2	2	0	3424
1	ALL	2	2	2	1	3316
1	ALL	2	2	2	2	3578
1	ALL	2	2	2	ALL	10318
1	ALL	2	2	ALL	0	10575
1	ALL	2	2	ALL	1	15913
1	ALL	2	2	ALL	2	13755
1	ALL	2	2	ALL	ALL	40243
1	ALL	2	ALL	0	0	7804
1	ALL	2	ALL	0	1	13608
1	ALL	2	ALL	0	2	13602
1	ALL	2	ALL	0	ALL	35014
1	ALL	2	ALL	1	0	12404
1	ALL	2	ALL	1	1	16315
1	ALL	2	ALL	1	2	11443
1	ALL	2	ALL	1	ALL	40162
1	ALL	2	ALL	2	0	11382
1	ALL	2	ALL	2	1	12362
1	ALL	2	ALL	2	2	11527
1	ALL	2	ALL	2	ALL	35271
1	ALL	2	ALL	ALL	0	31590
1	ALL	2	ALL	ALL	1	42285
1	ALL	2	ALL	ALL	2	36572
1	ALL	2	ALL	ALL	ALL	110447
1	ALL	ALL	0	0	0	10903
1	ALL	ALL	0	0	1	9977
1	ALL	ALL	0	0	2	13610
1	ALL	ALL	0	0	ALL	34490
1	ALL	ALL	0	1	0	14939
1	ALL	ALL	0	1	1	11905
1	ALL	ALL	0	1	2	7561
1	ALL	ALL	0	1	ALL	34405
1	ALL	ALL	0	2	0	8801
1	ALL	ALL	0	2	1	13806
1	ALL	ALL	0	2	2	16794
1	ALL	ALL	0	2	ALL	39401
1	ALL	ALL	0	ALL	0	34643
1	ALL	ALL	0	ALL	1	35688
1	ALL	ALL	0	ALL	2	37965
1	ALL	ALL	0	ALL	ALL	108296
1	ALL	ALL	1	0	0	10065
1	ALL	ALL	1	0	1	10874
1	ALL	ALL	1	0	2	11971
1	ALL	ALL	1	0	ALL	32910
1	ALL	ALL	1	1	0	10883
1	ALL	ALL	1	1	1	11426
1	ALL	ALL	1	1	2	14050
1	ALL	ALL	1	1	ALL	36359
1	ALL	ALL	1	2	0	13401
1	ALL	ALL	1	2	1	15034
1	ALL	ALL	1	2	2	14415
1	ALL	ALL	1	2	ALL	42850
1	ALL	ALL	1	ALL	0	34349
1	ALL	ALL	1	ALL	1	37334
1	ALL	ALL	1	ALL	2	40436
1	ALL	ALL	1	ALL	ALL	112119
1	ALL	ALL	2	0	0	11004
1	ALL	ALL	2	0	1	14403
1	ALL	ALL	2	0	2	9294
1	ALL	ALL	2	0	ALL	34701
1	ALL	ALL	2	1	0	8501
1	ALL	ALL	2	1	1	15233
1	ALL	ALL	2	1	2	10346
1	ALL	ALL	2	1	ALL	34080
1	ALL	ALL	2	2	0	12097
1	ALL	ALL	2	2	1	8836
1	ALL	ALL	2	2	2	12368
1	ALL	ALL	2	2	ALL	33301
1	ALL	ALL	2	ALL	0	31602
1	ALL	ALL	2	ALL	1	38472
1	ALL	ALL	2	ALL	2	32008
1	ALL	ALL	2	ALL	ALL	102082
1	ALL	ALL	ALL	0	0	31972
1	ALL	ALL	ALL	0	1	35254
1	ALL	ALL	ALL	0	2	34875
1	ALL	ALL	ALL	0	ALL	102101
1	ALL	ALL	ALL	1	0	34323
1	ALL	ALL	ALL	1	1	38564
1	ALL	ALL	ALL	1	2	31957
1	ALL	ALL	ALL	1	ALL	104844
1	ALL	ALL	ALL	2	0	34299
1	ALL	ALL	ALL	2	1	37676
1	ALL	ALL	ALL	2	2	43577
1	ALL	ALL	ALL	2	ALL	115552
1	ALL	ALL	ALL	ALL	0	100594
1	ALL	ALL	ALL	ALL	1	111494
1	ALL	ALL	ALL	ALL	2	110409
1	ALL	ALL	ALL	ALL	ALL	322497
2	0	0	0	0	0	987
2	0	0	0	0	1	1187
2	0	0	0	0	2	336
2	0	0	0	0	ALL	2510
2	0	0	0	1	0	1333
2	0	0	0	1	1	835
2	0	0	0	1	2	2988
2	0	0	0	1	ALL	5156
2	0	0	0	2	1	1416
2	0	0	0	2	2	1136
2	0	0	0	2	ALL	2552
2	0	0	0	ALL	0	2320
2	0	0	0	ALL	1	3438
2	0	0	0	ALL	2	4460
2	0	0	0	ALL	ALL	10218
2	0	0	1	0	0	924
2	0	0	1	0	1	933
2	0	0	1	0	2	692
2	0	0	1	0	ALL	2549
2	0	0	1	1	0	632
2	0	0	1	1	1	333
2	0	0	1	1	2	2683
2	0	0	1	1	ALL	3648
2	0	0	1	2	0	2107
2	0	0	1	2	1	1213
2	0	0	1	2	2	1615
2	0	0	1	2	ALL	4935
2	0	0	1	ALL	0	3663
2	0	0	1	ALL	1	2479
2	0	0	1	ALL	2	4990
2	0	0	1	ALL	ALL	11132
2	0	0	2	0	0	222
2	0	0	2	0	2	1974
2	0	0	2	0	ALL	2196
2	0	0	2	1	0	331
2	0	0	2	1	1	1208
2	0	0	2	1	2	1406
2	0	0	2	1	ALL	2945
2	0	0	2	2	0	1299
2	0	0	2	2	1	891
2	0	0	2	2	2	2025
2	0	0	2	2	ALL	4215
2	0	0	2	ALL	0	1852
2	0	0	2	ALL	1	2099
2	0	0	2	ALL	2	5405
2	0	0	2	ALL	ALL	9356
2	0	0	ALL	0	0	2133
2	0	0	ALL	0	1	2120
2	0	0	ALL	0	2	3002
2	0	0	ALL	0	ALL	7255
2	0	0	ALL	1	0	2296
2	0	0	ALL	1	1	2376
2	0	0	ALL	1	2	7077
2	0	0	ALL	1	ALL	11749
2	0	0	ALL	2	0	3406
2	0	0	ALL	2	1	3520
2	0	0	ALL	2	2	4776
2	0	0	ALL	2	ALL	11702
2	0	0	ALL	ALL	0	7835
2	0	0	ALL	ALL	1	8016
2	0	0	ALL	ALL	2	14855
2	0	0	ALL	ALL	ALL	30706
2	0	1	0	0	0	221
2	0	1	0	0	1	3916
2	0	1	0	0	2	1967
2	0	1	0	0	ALL	6104
2	0	1	0	1	0	2195
2	0	1	0	1	1	1118
2	0	1	0	1	2	1376
2	0	1	0	1	ALL	4689
2	0	1	0	2	0	404
2	0	1	0	2	1	1919
2	0	1	0	2	2	923
2	0	1	0	2	ALL	3246
2	0	1	0	ALL	0	2820
2	0	1	0	ALL	1	6953
2	0	1	0	ALL	2	4266
2	0	1	0	ALL	ALL	14039
2	0	1	1	0	0	1519
2	0	1	1	0	1	1609
2	0	1	1	0	2	1446
2	0	1	1	0	ALL	4574
2	0	1	1	1	0	782
2	0	1	1	1	1	2324
2	0	1	1	1	2	3061
2	0	1	1	1	ALL	6167
2	0	1	1	2	0	2686
2	0	1	1	2	1	2266
2	0	1	1	2	ALL	4952
2	0	1	1	ALL	0	4987
2	0	1	1	ALL	1	6199
2	0	1	1	ALL	2	4507
2	0	1	1	ALL	ALL	15693
2	0	1	2	0	0	983
2	0	1	2	0	1	3824
2	0	1	2	0	2	1125
2	0	1	2	0	ALL	5932
2	0	1	2	1	0	1026
2	0	1	2	1	1	825
2	0	1	2	1	2	2086
2	0	1	2	1	ALL	3937
2	0	1	2	2	0	1187
2	0	1	2	2	1	877
2	0	1	2	2	2	912
2	0	1	2	2	ALL	2976
2	0	1	2	ALL	0	3196
2	0	1	2	ALL	1	5526
2	0	1	2	ALL	2	4123
2	0	1	2	ALL	ALL	12845
2	0	1	ALL	0	0	2723
2	0	1	ALL	0	1	9349
2	0	1	ALL	0	2	4538
2	0	1	ALL	0	ALL	16610
2	0	1	ALL	1	0	4003
2	0	1	ALL	1	1	4267
2	0	1	ALL	1	2	6523
2	0	1	ALL	1	ALL	14793
2	0	1	ALL	2	0	4277
2	0	1	ALL	2	1	5062
2	0	1	ALL	2	2	1835
2	0	1	ALL	2	ALL	11174
2	0	1	ALL	ALL	0	11003
2	0	1	ALL	ALL	1	18678
2	0	1	ALL	ALL	2	12896
2	0	1	ALL	ALL	ALL	42577
2	0	2	0	0	0	751
2	0	2	0	0	2	1477
2	0	2	0	0	ALL	2228
2	0	2	0	1	0	792
2	0	2	0	1	1	2628
2	0	2	0	1	2	2729
2	0	2	0	1	ALL	6149
2	0	2	0	2	0	200
2	0	2	0	2	1	134
2	0	2	0	2	2	1147
2	0	2	0	2	ALL	1481
2	0	2	0	ALL	0	1743
2	0	2	0	ALL	1	2762
2	0	2	0	ALL	2	5353
2	0	2	0	ALL	ALL	9858
2	0	2	1	0	0	298
2	0	2	1	0	1	285
2	0	2	1	0	2	185
2	0	2	1	0	ALL	768
2	0	2	1	1	0	3244
2	0	2	1	1	1	2611
2	0	2	1	1	2	3142
2	0	2	1	1	ALL	8997
2	0	2	1	2	0	2167
2	0	2	1	2	1	476
2	0	2	1	2	2	1183
2	0	2	1	2	ALL	3826
2	0	2	1	ALL	0	5709
2	0	2	1	ALL	1	3372
2	0	2	1	ALL	2	4510
2	0	2	1	ALL	ALL	13591
2	0	2	2	0	0	2228
2	0	2	2	0	1	2432
2	0	2	2	0	2	1417
2	0	2	2	0	ALL	6077
2	0	2	2	1	0	2992
2	0	2	2	1	1	728
2	0	2	2	1	2	839
2	0	2	2	1	ALL	4559
2	0	2	2	2	0	2819
2	0	2	2	2	1	2822
2	0	2	2	2	2	531
2	0	2	2	2	ALL	6172
2	0	2	2	ALL	0	8039
2	0	2	2	ALL	1	5982
2	0	2	2	ALL	2	2787
2	0	2	2	ALL	ALL	16808
2	0	2	ALL	0	0	3277
2	0	2	ALL	0	1	2717
2	0	2	ALL	0	2	3079
2	0	2	ALL	0	ALL	9073
2	0	2	ALL	1	0	7028
2	0	2	ALL	1	1	5967
2	0	2	ALL	1	2	6710
2	0	2	ALL	1	ALL	19705
2	0	2	ALL	2	0	5186
2	0	2	ALL	2	1	3432
2	0	2	ALL	2	2	2861
2	0	2	ALL	2	ALL	11479
2	0	2	ALL	ALL	0	15491
2	0	2	ALL	ALL	1	12116
2	0	2	ALL	ALL	2	12650
2	0	2	ALL	ALL	ALL	40257
2	0	ALL	0	0	0	1959
2	0	ALL	0	0	1	5103
2	0	ALL	0	0	2	3780
2	0	ALL	0	0	ALL	10842
2	0	ALL	0	1	0	4320
2	0	ALL	0	1	1	4581
2	0	ALL	0	1	2	7093
2	0	ALL	0	1	ALL	15994
2	0	ALL	0	2	0	604
2	0	ALL	0	2	1	3469
2	0	ALL	0	2	2	3206
2	0	ALL	0	2	ALL	7279
2	0	ALL	0	ALL	0	6883
2	0	ALL	0	ALL	1	13153
2	0	ALL	0	ALL	2	14079
2	0	ALL	0	ALL	ALL	34115
2	0	ALL	1	0	0	2741
2	0	ALL	1	0	1	2827
2	0	ALL	1	0	2	2323
2	0	ALL	1	0	ALL	7891
2	0	ALL	1	1	0	4658
2	0	ALL	1	1	1	5268
2	0	ALL	1	1	2	8886
2	0	ALL	1	1	ALL	18812
2	0	ALL	1	2	0	6960
2	0	ALL	1	2	1	3955
2	0	ALL	1	2	2	2798
2	0	ALL	1	2	ALL	13713
2	0	ALL	1	ALL	0	14359
2	0	ALL	1	ALL	1	12050
2	0	ALL	1	ALL	2	14007
2	0	ALL	1	ALL	ALL	40416
2	0	ALL	2	0	0	3433
2	0	ALL	2	0	1	6256
2	0	ALL	2	0	2	4516
2	0	ALL	2	0	ALL	14205
2	0	ALL	2	1	0	4349
2	0	ALL	2	1	1	2761
2	0	ALL	2	1	2	4331
2	0	ALL	2	1	ALL	11441
2	0	ALL	2	2	0	5305
2	0	ALL	2	2	1	4590
2	0	ALL	2	2	2	3468
2	0	ALL	2	2	ALL	13363
2	0	ALL	2	ALL	0	13087
2	0	ALL	2	ALL	1	13607
2	0	ALL	2	ALL	2	12315
2	0	ALL	2	ALL	ALL	39009
2	0	ALL	ALL	0	0	8133
2	0	ALL	ALL	0	1	14186
2	0	ALL	ALL	0	2	10619
2	0	ALL	ALL	0	ALL	32938
2	0	ALL	ALL	1	0	13327
2	0	ALL	ALL	1	1	12610
2	0	ALL	ALL	1	2	20310
2	0	ALL	ALL	1	ALL	46247
2	0	ALL	ALL	2	0	12869
2	0	ALL	ALL	2	1	12014
2	0	ALL	ALL	2	2	9472
2	0	ALL	ALL	2	ALL	34355
2	0	ALL	ALL	ALL	0	34329
2	0	ALL	ALL	ALL	1	38810
2	0	ALL	ALL	ALL	2	40401
2	0	ALL	ALL	ALL	ALL	113540
2	1	0	0	0	0	625
2	1	0	0	0	1	1911
2	1	0	0	0	2	2548
2	1	0	0	0	ALL	5084
2	1	0	0	1	0	1799
2	1	0	0	1	1	1557
2	1	0	0	1	2	1220
2	1	0	0	1	ALL	4576
2	1	0	0	2	0	614
2	1	0	0	2	1	2412
2	1	0	0	2	2	2582
2	1	0	0	2	ALL	5608
2	1	0	0	ALL	0	3038
2	1	0	0	ALL	1	5880
2	1	0	0	ALL	2	6350
2	1	0	0	ALL	ALL	15268
2	1	0	1	0	0	1293
2	1	0	1	0	1	124
2	1	0	1	0	2	1528
2	1	0	1	0	ALL	2945
2	1	0	1	1	0	1790
2	1	0	1	1	1	1807
2	1	0	1	1	2	685
2	1	0	1	1	ALL	4282
2	1	0	1	2	0	357
2	1	0	1	2	1	173
2	1	0	1	2	ALL	530
2	1	0	1	ALL	0	3440
2	1	0	1	ALL	1	2104
2	1	0	1	ALL	2	2213
2	1	0	1	ALL	ALL	7757
2	1	0	2	0	1	2737
2	1	0	2	0	2	2637
2	1	0	2	0	ALL	5374
2	1	0	2	1	0	2587
2	1	0	2	1	1	100
2	1	0	2	1	2	851
2	1	0	2	1	ALL	3538
2	1	0	2	2	0	1211
2	1	0	2	2	1	853
2	1	0	2	2	2	2889
2	1	0	2	2	ALL	4953
2	1	0	2	ALL	0	3798
2	1	0	2	ALL	1	3690
2	1	0	2	ALL	2	6377
2	1	0	2	ALL	ALL	13865
2	1	0	ALL	0	0	1918
2	1	0	ALL	0	1	4772
2	1	0	ALL	0	2	6713
2	1	0	ALL	0	ALL	13403
2	1	0	ALL	1	0	6176
2	1	0	ALL	1	1	3464
2	1	0	ALL	1	2	2756
2	1	0	ALL	1	ALL	12396
2	1	0	ALL	2	0	2182
2	1	0	ALL	2	1	3438
2	1	0	ALL	2	2	5471
2	1	0	ALL	2	ALL	11091
2	1	0	ALL	ALL	0	10276
2	1	0	ALL	ALL	1	11674
2	1	0	ALL	ALL	2	14940
2	1	0	ALL	ALL	ALL	36890
2	1	1	0	0	0	1252
2	1	1	0	0	1	341
2	1	1	0	0	2	176
2	1	1	0	0	ALL	1769
2	1	1	0	1	0	1815
2	1	1	0	1	1	1673
2	1	1	0	1	2	2012
2	1	1	0	1	ALL	5500
2	1	1	0	2	0	1347
2	1	1	0	2	1	2811
2	1	1	0	2	2	888
2	1	1	0	2	ALL	5046
2	1	1	0	ALL	0	4414
2	1	1	0	ALL	1	4825
2	1	1	0	ALL	2	3076
2	1	1	0	ALL	ALL	12315
2	1	1	1	0	0	3445
2	1	1	1	0	1	252
2	1	1	1	0	2	1760
2	1	1	1	0	ALL	5457
2	1	1	1	1	0	1688
2	1	1	1	1	1	2128
2	1	1	1	1	2	1010
2	1	1	1	1	ALL	4826
2	1	1	1	2	0	1064
2	1	1	1	2	1	2568
2	1	1	1	2	2	2793
2	1	1	1	2	ALL	6425
2	1	1	1	ALL	0	6197
2	1	1	1	ALL	1	4948
2	1	1	1	ALL	2	5563
2	1	1	1	ALL	ALL	16708
2	1	1	2	0	0	1190
2	1	1	2	0	1	750
2	1	1	2	0	2	2088
2	1	1	2	0	ALL	4028
2	1	1	2	1	0	2556
2	1	1	2	1	1	572
2	1	1	2	1	2	3097
2	1	1	2	1	ALL	6225
2	1	1	2	2	0	1441
2	1	1	2	2	1	1268
2	1	1	2	2	2	1327
2	1	1	2	2	ALL	4036
2	1	1	2	ALL	0	5187
2	1	1	2	ALL	1	2590
2	1	1	2	ALL	2	6512
2	1	1	2	ALL	ALL	14289
2	1	1	ALL	0	0	5887
2	1	1	ALL	0	1	1343
2	1	1	ALL	0	2	4024
2	1	1	ALL	0	ALL	11254
2	1	1	ALL	1	0	6059
2	1	1	ALL	1	1	4373
2	1	1	ALL	1	2	6119
2	1	1	ALL	1	ALL	16551
2	1	1	ALL	2	0	3852
2	1	1	ALL	2	1	6647
2	1	1	ALL	2	2	5008
2	1	1	ALL	2	ALL	15507
2	1	1	ALL	ALL	0	15798
2	1	1	ALL	ALL	1	12363
2	1	1	ALL	ALL	2	15151
2	1	1	ALL	ALL	ALL	43312
2	1	2	0	0	0	1554
2	1	2	0	0	1	1126
2	1	2	0	0	2	864
2	1	2	0	0	ALL	3544
2	1	2	0	1	0	2693
2	1	2	0	1	1	1145
2	1	2	0	1	2	252
2	1	2	0	1	ALL	4090
2	1	2	0	2	0	2334
2	1	2	0	2	1	1619
2	1	2	0	2	2	594
2	1	2	0	2	ALL	4547
2	1	2	0	ALL	0	6581
2	1	2	0	ALL	1	3890
2	1	2	0	ALL	2	1710
2	1	2	0	ALL	ALL	12181
2	1	2	1	0	0	2099
2	1	2	1	0	1	1197
2	1	2	1	0	2	1993
2	1	2	1	0	ALL	5289
2	1	2	1	1	0	3047
2	1	2	1	1	1	1374
2	1	2	1	1	2	613
2	1	2	1	1	ALL	5034
